# Wavelength,Phthalo Blue,Quinacridone Magenta,Arylide (Hansa) yellow,Titanium White
380.000000000000000,0.001965936273336,15.533135414123535,0.052710119634867,0.015569399110973
390.000000000000000,0.004877051338553,15.093025207519531,0.231018379330635,0.017047574743629
400.000000000000000,0.005765171255916,0.548652768135071,2.030984163284302,0.001235532457940
410.000000000000000,0.004717792384326,0.488182723522186,1.954079151153564,0.000183179960004
420.000000000000000,0.007619237527251,0.331077665090561,1.848209977149963,0.000044369775424
430.000000000000000,0.008449691347778,0.162093758583069,1.653963804244995,0.000021720788936
440.000000000000000,0.003778966376558,0.117514297366142,1.442129135131836,0.000006051269338
450.000000000000000,0.003117622109130,0.074347697198391,1.294221282005310,0.000003371637604
460.000000000000000,0.012556309811771,0.046749062836170,1.138980269432068,0.000003499942068
470.000000000000000,0.252207636833191,0.041106861084700,1.226042985916138,0.000005732822501
480.000000000000000,1.714746475219727,1.124416708946228,0.028488645330071,0.000005836327546
490.000000000000000,3.304705142974854,0.852319955825806,0.040391996502876,0.000007894262126
500.000000000000000,0.092544436454773,0.362792551517487,0.426006138324738,0.000008810937288
510.000000000000000,1.260085225105286,0.925928890705109,0.003001028671861,0.000009487987882
520.000000000000000,0.996550083160400,0.982987940311432,0.000565584632568,0.000012008796148
530.000000000000000,0.847682118415833,1.055180668830872,0.000132429078803,0.000011271637959
540.000000000000000,0.014088043943048,0.634947121143341,0.119183927774429,0.000012068600881
550.000000000000000,0.184327676892281,0.882296741008759,0.000044780164899,0.000014148551600
560.000000000000000,0.171335756778717,0.804625749588013,0.000044770942623,0.000017527621822
570.000000000000000,1.856966137886047,2.121417045593262,0.000043404947064,0.000018552942493
580.000000000000000,1.735914945602417,0.608346343040466,0.000042664545617,0.000020156627215
590.000000000000000,5.273874759674072,0.325207054615021,0.000042449035391,0.000023846929253
600.000000000000000,5.340888023376465,0.177130937576294,0.000042183895857,0.000025622208341
610.000000000000000,5.067670345306396,0.058949369937181,0.000041840736230,0.000029560307667
620.000000000000000,4.874906063079834,0.004093369469047,0.000041672803491,0.000029935406928
630.000000000000000,4.896341323852539,0.001183013431728,0.000041691007937,0.000029207672924
640.000000000000000,4.924056053161621,0.000521763286088,0.000041551051254,0.000028894137358
650.000000000000000,4.962060928344727,0.000303945736960,0.000041467999836,0.000026410976716
660.000000000000000,4.996522903442383,0.000219113964704,0.000041548435547,0.000024609802495
670.000000000000000,5.014181137084961,0.000175532739377,0.000041745832277,0.000024434850275
680.000000000000000,5.008892059326172,0.000148520470248,0.000041519440856,0.000026024459657
690.000000000000000,4.990626811981201,0.000129338164697,0.000041647177568,0.000028272381314
700.000000000000000,4.966018676757812,0.000110391243652,0.000041751805838,0.000026721205359
710.000000000000000,4.955669879913330,0.000098688498838,0.000041744759073,0.000027361116736
720.000000000000000,4.997627258300781,0.000090393827122,0.000042766710976,0.000025204653866
730.000000000000000,5.114855289459229,0.000097950563941,0.000039124461182,0.000023098980819
